"","id","name","release_date","publisher","categories","user_rating","expert_rating","game_mode"
"253",47870,"Need For Speed: Hot Pursuit","2010-12-14","Electronic Arts","Single-player Multi-player",0.8,0.86,0
"254",47890,"The Sims™ 3","2011-01-27","Electronic Arts","Single-player",0.82,0.86,1
"255",48000,"LIMBO","2011-08-02","Playdead","Single-player",0.94,0.88,1
"256",48110,"Silent Hunter 5®: Battle of the Atlantic","2010-03-01","Ubisoft","Single-player Multi-player",0.41,0.62,0
"257",48190,"Assassin’s Creed® Brotherhood","2011-03-17","Ubisoft","Single-player Multi-player",0.88,0.88,0
"258",48240,"Anno 2070™","2011-11-17","Ubisoft","Single-player Multi-player",0.61,0.83,0
"259",48700,"Mount & Blade: Warband","2010-03-31","TaleWorlds Entertainment","Single-player Multi-player",0.97,0.78,0
"260",48720,"Mount & Blade: With Fire & Sword","2011-05-03","TaleWorlds Entertainment","Single-player Multi-player",0.86,0.68,0
"261",49520,"Borderlands 2","2012-09-20","2K;Aspyr (Mac);Aspyr (Linux)","Single-player",0.93,0.89,1
"262",49600,"Beat Hazard","2010-04-15","Cold Beam Games","Single-player Multi-player    Multiplayer",0.95,0.7,0
"263",50130,"Mafia II","2011-03-22","2K;Feral Interactive (Mac)","Single-player",0.94,0.77,1
"264",50300,"Spec Ops: The Line","2012-06-28","2K;Missing Link Games","Single-player Multi-player  Multiplayer",0.93,0.76,0
"265",55040,"Atom Zombie Smasher","2011-03-14","Blendo Games","Single-player",0.89,0.75,1
"266",55100,"Homefront","2011-03-14","Deep Silver","Single-player Multi-player",0.6,0.7,0
"267",55110,"Red Faction®: Armageddon™","2011-06-09","THQ Nordic","Single-player",0.73,0.75,1
"268",55150,"Warhammer 40,000: Space Marine","2011-09-08","SEGA","Single-player Multi-player",0.91,0.74,0
"269",55230,"Saints Row: The Third","2011-11-17","Deep Silver","Single-player",0.96,0.84,1
"270",57300,"Amnesia: The Dark Descent","2010-09-08","Frictional Games","Single-player",0.94,0.85,1
"271",57690,"Tropico 4","2011-09-01","Kalypso Media Digital","Single-player",0.91,0.78,1
"272",57740,"Jagged Alliance - Back in Action","2012-02-08","THQ Nordic","Single-player",0.68,0.62,1
"273",57900,"Duke Nukem Forever","2011-06-09","2K","Single-player Multi-player",0.66,0.54,0
"274",58610,"Wargame: European Escalation","2012-02-22","Eugen Systems","Single-player Multi-player",0.77,0.81,0
"275",61700,"Might & Magic: Clash of Heroes","2011-09-21","Ubisoft","Single-player Multi-player",0.89,0.76,0
"276",64000,"Men of War: Assault Squad","2011-02-24","1C Entertainment;1C-SoftClub","Single-player Multi-player",0.87,0.77,0
"277",65540,"Gothic 1","2001-03-15","THQ Nordic","Single-player",0.87,0.81,1
"278",65800,"Dungeon Defenders","2011-10-18","Trendy Entertainment","Single-player Multi-player",0.92,0.81,0
"279",65930,"The Bureau: XCOM Declassified","2013-08-22","2K","Single-player",0.7,0.66,1
"280",65980,"Sid Meier's Civilization®: Beyond Earth™","2014-10-23","2K;Aspyr (Mac);Aspyr (Linux)","Single-player Multi-player",0.54,0.81,0
"281",67370,"The Darkness II","2012-02-09","2K","Single-player",0.91,0.77,1
"282",70000,"Dino D-Day","2011-04-08","800 North and Digital Ranch","Multi-player",0.84,0.53,0
"283",70300,"VVVVVV","2010-09-07","Terry Cavanagh","Single-player",0.96,0.81,1
"284",70400,"Recettear: An Item Shop's Tale","2010-09-10","Carpe Fulgur LLC","Single-player",0.97,0.82,1
"285",70600,"Worms Ultimate Mayhem","2011-09-28","Team17 Digital Ltd","Single-player Multi-player",0.87,0.66,0
"286",71340,"Sonic Generations Collection","2011-11-03","SEGA","Single-player",0.92,0.77,1
"287",72850,"The Elder Scrolls V: Skyrim","2011-11-10","Bethesda Softworks","Single-player",0.94,0.94,1
"288",78000,"Bejeweled® 3","2010-12-07","PopCap Games, Inc.","Single-player",0.95,0.82,1
"289",80310,"Gemini Rue","2011-10-26","Wadjet Eye Games","Single-player",0.9,0.82,1
"290",91200,"Anomaly: Warzone Earth","2011-04-08","11 bit studios","Single-player",0.87,0.8,1
"291",91600,"Sanctum","2011-04-15","Coffee Stain Publishing","Single-player Multi-player   Multiplayer",0.9,0.7,0
"292",91900,"Post Apocalyptic Mayhem","2011-03-17","Next Dimension Game Adventures Ltd.","Single-player Multi-player",0.84,0.44,0
"293",92000,"Hydrophobia: Prophecy","2011-05-09","Dark Energy Digital Ltd.","Single-player",0.61,0.64,1
"294",92800,"SpaceChem","2011-03-02","Zachtronics","Single-player",0.92,0.84,1
"295",94200,"Jamestown","2011-06-08","Final Form Games","Single-player",0.95,0.81,1
"296",94300,"The Dream Machine: Chapter 1 & 2","2012-05-11","The Sleeping Machine","Single-player",0.92,0.75,1
"297",94400,"Nidhogg","2014-01-13","Messhof","Single-player Multi-player",0.88,0.81,0
"298",95400,"ibb & obb","2014-05-26","Sparpweed","Multi-player    Multiplayer",0.94,0.83,0
"299",96000,"The Tiny Bang Story","2011-04-22","Colibri Games","Single-player",0.87,0.63,1
"300",97000,"Solar 2","2011-06-17","Murudai","Single-player",0.91,0.72,1
"301",97330,"Magic: The Gathering - Duels of the Planeswalkers 2013","2012-06-20","Wizards of the Coast LLC","Single-player Multi-player",0.88,0.77,0
"302",98200,"Frozen Synapse","2011-05-26","Mode 7","Single-player Multi-player",0.82,0.85,0
"303",98300,"Toy Soldiers","2012-04-27","Microsoft Studios","Single-player",0.91,0.71,1
"304",98400,"Hard Reset Extended Edition","2012-07-12","Good Shepherd Entertainment","Single-player",0.83,0.73,1
"305",98800,"Dungeons of Dredmor","2011-07-13","Gaslamp Games, Inc.","Single-player",0.94,0.79,1
"306",99300,"Renegade Ops","2011-10-26","SEGA","Single-player Multi-player",0.86,0.76,0
"307",99900,"Spiral Knights","2011-06-14","Grey Havens, LLC","Single-player Multi-player",0.83,0.64,0
"308",102500,"Kingdoms of Amalur: Reckoning™","2012-02-09","38 Studios;Electronic Arts","Single-player",0.88,0.81,1
"309",102600,"Orcs Must Die!","2011-10-11","Robot Entertainment","Single-player",0.97,0.83,1
"310",102840,"Shank 2","2012-02-07","Klei Entertainment","Single-player",0.82,0.72,1
"311",105000,"A New Beginning - Final Cut","2012-12-11","Daedalic Entertainment","Single-player",0.76,0.72,1
"312",105450,"Age of Empires® III: Complete Collection","2012-01-05","Microsoft Studios","Single-player Multi-player",0.88,0.81,0
"313",105600,"Terraria","2011-05-16","Re-Logic","Single-player Multi-player Online Multi-Player",0.97,0.83,0
"314",107100,"Bastion","2011-08-16","Supergiant Games","Single-player",0.96,0.86,1
"315",107200,"Space Pirates and Zombies","2011-08-15","MinMax Games Ltd.","Single-player",0.92,0.74,1
"316",107310,"Cthulhu Saves the World","2011-07-13","Zeboyd Games","Single-player",0.93,0.78,1
"317",107410,"Arma 3","2013-09-12","Bohemia Interactive","Single-player Multi-player Online Multi-Player Local Multi-Player   Local",0.89,0.74,0
"318",107600,"Waves","2011-11-16","Squid In A Box Ltd","Single-player",0.94,0.82,1
"319",108710,"Alan Wake","2012-02-16","Remedy Entertainment","Single-player",0.91,0.83,1
"320",109600,"Neverwinter","2013-12-05","Perfect World Entertainment","Multi-player",0.78,0.74,0
"321",110800,"L.A. Noire","2011-11-08","Rockstar Games","Single-player",0.86,0.83,1
"322",113020,"Monaco: What's Yours Is Mine","2013-04-24","Pocketwatch Games","Single-player Multi-player    Multiplayer",0.91,0.83,0
"323",113200,"The Binding of Isaac","2011-09-28","Edmund McMillen","Single-player",0.96,0.84,1
"324",113420,"Fallen Earth Free2Play","2012-02-22","Little Orbit","Multi-player",0.56,0.71,0
"325",115110,"Stacking","2012-03-06","Double Fine Productions","Single-player",0.89,0.8,1
"326",115320,"Prototype 2","2012-07-26","Activision","Single-player",0.71,0.76,1
"327",115800,"Owlboy","2016-11-01","D-Pad Studio","Single-player",0.86,0.88,1
"328",200010,"Quantum Conundrum","2012-06-21","Square Enix","Single-player",0.84,0.77,1
"329",200170,"Worms Revolution","2012-10-10","Team17 Digital Ltd","Single-player Multi-player",0.85,0.73,0
"330",200210,"Realm of the Mad God","2012-02-20","Deca Games","Multi-player    Multiplayer",0.83,0.82,0
"331",200260,"Batman: Arkham City - Game of the Year Edition","2012-09-07","Warner Bros. Interactive Entertainment;Feral Interactive (Mac)","Single-player",0.95,0.91,1
"332",200510,"XCOM: Enemy Unknown","2012-10-11","2K;Feral Interactive (Mac);Feral Interactive (Linux)","Single-player Multi-player  Multiplayer",0.95,0.89,0
"333",200710,"Torchlight II","2012-09-20","Runic Games","Single-player Multi-player   Multiplayer",0.94,0.88,0
"334",200900,"Cave Story+","2011-11-22","Nicalis, Inc.","Single-player",0.96,0.83,1
"335",201230,"EverQuest II","2011-12-07","Daybreak Game Company","Multi-player",0.73,0.83,0
"336",201510,"Flatout 3: Chaos & Destruction","2011-12-13","Strategy First","Single-player Multi-player",0.13,0.23,0
"337",201790,"Orcs Must Die! 2","2012-07-30","Robot Entertainment","Single-player",0.95,0.83,1
"338",201810,"Wolfenstein: The New Order","2014-05-19","Bethesda-Soft","Single-player",0.9,0.81,1
"339",201870,"Assassin's Creed® Revelations","2011-11-30","Ubisoft","Single-player Multi-player",0.85,0.8,0
"340",202200,"Galactic Civilizations® II: Ultimate Edition","2011-12-02","Stardock Entertainment","Single-player",0.75,0.92,1
"341",202750,"Alan Wake's American Nightmare","2012-05-22","Remedy Entertainment","Single-player",0.71,0.73,1
"342",202970,"Call of Duty®: Black Ops II","2012-11-12","Activision","Single-player Multi-player",0.85,0.74,0
"343",203140,"Hitman: Absolution™","2012-11-19","Io-Interactive A/S;Feral Interactive (Mac)","Single-player",0.9,0.79,1
"344",203160,"Tomb Raider","2013-03-04","Square Enix;Feral Interactive (Mac);Feral Interactive (Linux)","Single-player Multi-player",0.96,0.86,0
"345",203630,"Warlock - Master of the Arcane","2012-05-08","Paradox Interactive","Single-player Multi-player",0.86,0.71,0
"346",203750,"Binary Domain","2012-04-26","SEGA","Single-player Multi-player",0.86,0.68,0
"347",203770,"Crusader Kings II","2012-02-14","Paradox Interactive","Single-player Multi-player",0.88,0.82,0
"348",203830,"The Dark Eye: Chains of Satinav","2012-06-22","Daedalic Entertainment","Single-player",0.87,0.75,1
"349",204030,"Fable - The Lost Chapters","2011-12-19","Microsoft Studios","Single-player",0.92,0.83,1
"350",204060,"Superbrothers: Sword & Sworcery EP","2012-04-16","Capybara Games","Single-player",0.78,0.83,1
"351",204100,"Max Payne 3","2012-05-31","Rockstar Games","Single-player Multi-player",0.83,0.87,0
"352",204180,"Waveform","2012-03-20","Eden Industries","Single-player",0.84,0.81,1
"353",204240,"The Bridge","2013-02-22","The Quantum Astrophysicists Guild","Single-player",0.89,0.74,1
"354",204300,"Awesomenauts - the 2D moba","2012-08-01","Ronimo Games","Single-player Multi-player",0.85,0.78,0
"355",204340,"Serious Sam 2","2012-01-31","Devolver Digital","Single-player Multi-player Online Multi-Player Local Multi-Player   Local",0.88,0.74,0
"356",204530,"Infested Planet","2014-03-06","Rocket Bear Games","Single-player",0.94,0.75,1
"357",204880,"Sins of a Solar Empire: Rebellion®","2012-06-12","Stardock Entertainment","Single-player Multi-player Online Multi-Player Local Multi-Player   Local",0.92,0.82,0
"358",205020,"Lumino City","2014-12-02","State of Play Games ","Single-player",0.89,0.7,1
"359",205100,"Dishonored","2012-10-11","Bethesda Softworks","Single-player",0.97,0.91,1
"360",205230,"Hell Yeah! Wrath of the Dead Rabbit","2012-10-03","SEGA","Single-player",0.86,0.64,1
"361",205650,"The Testament of Sherlock Holmes","2012-09-20","Frogwares","Single-player",0.83,0.73,1
"362",205910,"Tiny and Big: Grandpa's Leftovers","2012-06-19","Black Pants Studio","Single-player",0.92,0.75,1
"363",206190,"Gunpoint","2013-06-03","Suspicious Developments","Single-player",0.97,0.83,1
"364",206420,"Saints Row IV","2013-08-22","Deep Silver","Single-player",0.92,0.86,1
"365",206440,"To the Moon","2012-09-07","Freebird Games","Single-player",0.97,0.81,1
"366",207140,"SpeedRunners","2016-04-19","tinyBuild","Single-player Online Multi-Player Local Multi-Player   Multiplayer",0.93,0.84,0
"367",207170,"Legend of Grimrock","2012-04-11","Almost Human Games","Single-player",0.94,0.82,1
"368",207350,"Ys Origin","2012-05-31","XSEED Games","Single-player",0.95,0.76,1
"369",207490,"Rayman® Origins","2012-03-29","Ubisoft;Feral Interactive (Mac)","Single-player",0.93,0.86,1
"370",207690,"Botanicula","2012-05-07","Amanita Design","Single-player",0.96,0.82,1
"371",207750,"Symphony","2012-08-06","Empty Clip Studios","Single-player",0.85,0.75,1
"372",208140,"Endless Space® - Collection","2012-07-04","SEGA","Single-player Multi-player Online Multi-Player  Multiplayer",0.8,0.77,0
"373",208500,"F1 2012™","2012-09-19","Codemasters","Single-player Multi-player",0.89,0.8,0
"374",208580,"STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™","2012-08-23","LucasArts;Disney Interactive;Lucasfilm;Aspyr (Mac, Linux)","Single-player",0.89,0.85,1
"375",208670,"Blades of Time","2012-04-20","Gaijin Entertainment Corporation","Single-player Multi-player",0.8,0.63,0
"376",208730,"Game of Thrones","2012-06-07","Focus Home Interactive","Single-player",0.71,0.58,1
"377",208750,"Apotheon","2015-02-03","Alientrap","Single-player",0.9,0.78,1
"378",209000,"Batman™: Arkham Origins","2013-10-24","Warner Bros. Interactive Entertainment","Single-player",0.85,0.74,1
"379",209080,"Guns of Icarus Online","2012-10-29","Muse Games","Multi-player",0.91,0.64,0
"380",209100,"Resident Evil: Operation Raccoon City","2012-05-18","Capcom Co. Ltd","Single-player Multi-player",0.52,0.48,0
"381",209120,"Street Fighter X Tekken","2012-05-11","Capcom U.S.A., Inc.","Single-player Multi-player",0.55,0.79,0
"382",209160,"Call of Duty®: Ghosts","2014-03-25","Activision","Single-player Multi-player",0.58,0.68,0
"383",209370,"Analogue: A Hate Story","2012-04-27","Love Conquers All Games","Single-player",0.94,0.62,1
"384",209540,"Strike Suit Zero","2013-01-23","Born Ready Games","Single-player",0.78,0.66,1
"385",209650,"Call of Duty®: Advanced Warfare - Gold Edition","2014-11-03","Activision","Single-player Multi-player",0.62,0.78,0
"386",209670,"Cortex Command","2012-09-28","Data Realms, LLC","Single-player",0.68,0.44,1
"387",209830,"Lone Survivor: The Director's Cut","2012-04-23","Superflat Games","Single-player",0.87,0.81,1
"388",210770,"Sanctum 2","2013-05-15","Coffee Stain Publishing","Single-player Multi-player",0.9,0.77,0
"389",210970,"The Witness","2016-01-26","Thekla, Inc.","Single-player",0.84,0.87,1
"390",211260,"They Bleed Pixels","2012-08-29","Spooky Squid Games Inc.","Single-player",0.86,0.74,1
"391",211400,"Deadlight","2012-10-25","Microsoft Studios","Single-player",0.8,0.78,1
"392",211600,"Thief™ Gold","2012-05-22","Square Enix","Single-player",0.92,0.92,1
"393",211820,"Starbound","2016-07-22","Chucklefish","Single-player Multi-player Online Multi-Player    Multiplayer",0.9,0.81,0
"394",212070,"Star Conflict","2013-02-27","Gaijin Entertainment","Multi-player",0.76,0.75,0
"395",212160,"Vindictus","2012-06-22","NEXON Korea Corp. & NEXON America Inc.","Single-player Multi-player",0.71,0.76,0
"396",212500,"The Lord of the Rings Online™","2012-06-06","Standing Stone Games, LLC","",0.81,0.86,0
"397",212630,"Tom Clancy's Ghost Recon: Future Soldier™","2012-06-27","Ubisoft","Single-player Multi-player",0.65,0.71,0
"398",212680,"FTL: Faster Than Light","2012-09-14","Subset Games","Single-player",0.96,0.84,1
"399",213330,"LEGO® Batman™ 2: DC Super Heroes","2012-06-22","Warner Bros. Interactive Entertainment ","Single-player",0.88,0.81,1
"400",214170,"Divine Divinity","2012-07-05","Larian Studios","Single-player",0.88,0.81,1
"401",214250,"I Am Alive","2012-09-06","Ubisoft","Single-player",0.66,0.66,1
"402",214340,"Deponia","2012-08-06","Daedalic Entertainment","Single-player",0.9,0.74,1
"403",214360,"Tower Wars","2012-08-14","SuperVillain Studios","Single-player Multi-player Online Multi-Player    Multiplayer",0.73,0.59,0
"404",214490,"Alien: Isolation","2014-10-06","SEGA;Feral Interactive (Mac);Feral Interactive (Linux)","Single-player",0.93,0.81,1
"405",214770,"Guacamelee! Gold Edition","2013-08-08","DrinkBox Studios","Single-player",0.94,0.88,1
"406",214830,"Half Minute Hero: Super Mega Neo Climax Ultimate Boy","2012-09-27","Marvelous","Single-player Multi-player",0.87,0.75,0
"407",214870,"Painkiller Hell & Damnation","2012-10-31","THQ Nordic","Single-player Multi-player",0.77,0.64,0
"408",214950,"Total War™: ROME II - Emperor Edition","2013-09-02","SEGA","Single-player Multi-player",0.7,0.76,0
"409",214970,"Intrusion 2","2012-09-11","Aleksey Abramenko","Single-player",0.84,0.8,1
"410",215080,"WAKFU","2014-09-18","Ankama Games","Multi-player",0.77,0.76,0
"411",215160,"The Book of Unwritten Tales","2012-07-31","THQ Nordic","Single-player",0.91,0.82,1
"412",215280,"Secret World Legends","2017-07-31","Funcom","Multi-player Online Multi-Player",0.68,0.76,0
"413",215470,"Primal Carnage","2012-10-29","Reverb Triple XP;Circle 5","Multi-player Online Multi-Player",0.77,0.67,0
"414",215510,"Rocketbirds: Hardboiled Chicken","2012-10-15","Reverb Publishing","Single-player Multi-player",0.79,0.74,0
"415",215530,"The Incredible Adventures of Van Helsing","2013-05-22","NeocoreGames","Single-player Multi-player   Multiplayer",0.82,0.72,0
"416",215670,"Home","2012-08-31","Benjamin Rivers Inc.","Single-player",0.67,0.69,1
"417",216910,"Of Orcs And Men","2012-10-11","Focus Home Interactive","Single-player",0.72,0.69,1
"418",217140,"Rise of the Triad","2013-07-31","Apogee Software","Single-player Multi-player Online Multi-Player",0.68,0.67,0
"419",217690,"Anna - Extended Edition","2013-04-12","Kalypso Media Digital","Single-player",0.64,0.75,1
"420",217920,"Alien Rage - Unlimited","2013-09-24","CI Games","Single-player Multi-player",0.7,0.52,0
"421",218060,"BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien","2013-02-26","Gaijin Games","Single-player",0.92,0.85,1
"422",218230,"PlanetSide 2","2012-11-20","Daybreak Game Company","Multi-player",0.82,0.84,0
"423",218620,"PAYDAY 2","2013-08-13","Starbreeze Publishing AB","Single-player Multi-player",0.85,0.79,0
"424",218640,"Lucius","2012-10-26","Shiver Games","Single-player",0.8,0.59,1
"425",218680,"Scribblenauts Unlimited","2013-02-15","Warner Bros. Interactive Entertainment","Single-player",0.92,0.75,1
"426",218740,"Pid","2012-10-31","Might and Delight","Single-player",0.85,0.63,1
"427",218820,"Mercenary Kings: Reloaded Edition","2014-03-25","Tribute Games Inc.","Single-player Multi-player    Multiplayer",0.7,0.76,0
"428",219150,"Hotline Miami","2012-10-23","Devolver Digital","Single-player",0.97,0.85,1
"429",219640,"Chivalry: Medieval Warfare","2012-10-16","Torn Banner Studios","Multi-player",0.82,0.79,0
"430",219680,"Proteus","2013-01-30","Twisted Tree","Single-player",0.74,0.8,1
"431",219830,"King Arthur's Gold","2013-11-05","Transhuman Design","Single-player Multi-player Online Multi-Player    Multiplayer",0.83,0.81,0
"432",219890,"Antichamber","2013-01-31","Demruth","Single-player",0.95,0.82,1
"433",219910,"Edna & Harvey: Harvey's New Eyes","2012-10-16","Daedalic Entertainment","Single-player",0.91,0.75,1
"434",219990,"Grim Dawn","2016-02-25","Crate Entertainment","Single-player Multi-player",0.91,0.83,0
"435",220090,"The Journey Down: Chapter One","2013-01-09","SkyGoblin","Single-player",0.87,0.72,1
"436",220160,"Trials Evolution: Gold Edition","2013-03-21","Ubisoft","Single-player Multi-player",0.77,0.85,0
"437",220200,"Kerbal Space Program","2015-04-27","Private Division ","Single-player",0.91,0.88,1
"438",220240,"Far Cry 3","2012-11-28","Ubisoft","Single-player Multi-player",0.89,0.88,0
"439",220440,"DmC: Devil May Cry","2013-01-24","Capcom","Single-player",0.94,0.85,1
"440",220740,"Chaos on Deponia","2012-11-06","Daedalic Entertainment","Single-player",0.92,0.78,1
"441",220780,"Thomas Was Alone","2012-11-12","Bithell Games","Single-player",0.94,0.77,1
"442",220860,"McPixel","2012-09-25","Sos Sosowski","Single-player",0.84,0.76,1
"443",221040,"Resident Evil 6 / Biohazard 6","2013-03-21","Capcom","Single-player Multi-player",0.79,0.69,0
"444",221260,"Little Inferno","2012-11-19","Tomorrow Corporation","Single-player",0.93,0.68,1
"445",221380,"Age of Empires II HD","2013-04-09","Microsoft Studios","Single-player Multi-player",0.94,0.68,0
"446",221540,"DG2: Defense Grid 2","2014-09-23","505 Games","Single-player Multi-player",0.82,0.81,0
"447",221640,"Super Hexagon","2012-11-27","Terry Cavanagh","Single-player",0.97,0.88,1
"448",221810,"The Cave","2013-01-23","Double Fine Productions","Single-player",0.86,0.68,1
"449",221910,"The Stanley Parable","2013-10-17","Galactic Cafe","Single-player",0.92,0.88,1
"450",222480,"Resident Evil Revelations / Biohazard Revelations","2013-05-23","Capcom","Single-player",0.84,0.77,1
"451",222730,"Reus","2013-05-16","Abbey Games","Single-player",0.8,0.75,1
"452",222750,"Wargame: Airland Battle","2013-05-29","Eugen Systems","Single-player Multi-player  Multiplayer",0.89,0.8,0
"453",222880,"Insurgency","2014-01-22","New World Interactive","Multi-player   Multiplayer",0.91,0.74,0
"454",223100,"Homefront®: The Revolution","2016-05-19","Deep Silver","Single-player",0.56,0.54,1
"455",223220,"Giana Sisters: Twisted Dreams","2012-10-22","HandyGames;Black Forest Games","Single-player Multi-player",0.79,0.77,0
"456",223470,"POSTAL 2","2012-11-02","Running With Scissors","Single-player",0.95,0.59,1
"457",223830,"Xenonauts","2014-06-16","Goldhawk Interactive","Single-player",0.88,0.77,1
"458",224460,"Contrast","2013-11-15","Focus Home Interactive","Single-player",0.91,0.62,1
"459",224480,"Octodad: Dadliest Catch","2014-01-30","Young Horses","Single-player",0.93,0.69,1
"460",224600,"Defiance","2014-06-04","Trion Worlds","Multi-player",0.77,0.64,0
"461",224760,"FEZ","2013-05-01","Trapdoor","Single-player",0.92,0.91,1
"462",224820,"Super House of Dead Ninjas","2013-02-18","Adult Swim Games","Single-player",0.96,0.79,1
"463",225080,"Brothers - A Tale of Two Sons","2013-09-03","505 Games","Single-player",0.95,0.9,1
"464",225260,"Brutal Legend","2013-02-26","Double Fine Productions","Single-player Multi-player",0.93,0.8,0
"465",225420,"Cities in Motion 2","2013-04-02","Paradox Interactive","Single-player Multi-player   Multiplayer",0.56,0.72,0
"466",225540,"Just Cause™ 3","2015-11-30","Square Enix","Single-player",0.73,0.74,1
"467",225600,"Blade Symphony","2014-05-07","Puny Human","Multi-player Online Multi-Player Local Multi-Player  Multiplayer",0.67,0.72,0
"468",226580,"F1 2014","2014-10-16","Codemasters","Single-player Multi-player",0.78,0.61,0
"469",226840,"Age of Wonders III","2014-03-31","Paradox Interactive","Single-player Multi-player    Multiplayer",0.8,0.8,0
"470",226860,"Galactic Civilizations III","2015-05-14","Stardock Entertainment","Single-player Multi-player Online Multi-Player",0.76,0.81,0
"471",227080,"Papo & Yo","2013-04-18","Minority Media","Single-player",0.94,0.7,1
"472",227100,"Sniper Elite: Nazi Zombie Army","2013-02-28","Rebellion","Single-player",0.88,0.62,1
"473",227200,"Waking Mars","2012-12-13","Tiger Style","Single-player",0.89,0.79,1
"474",227220,"Sang-Froid - Tales of Werewolves","2013-04-05","Artifice Studio","Single-player",0.88,0.79,1
"475",227300,"Euro Truck Simulator 2","2012-10-12","SCS Software","Single-player",0.97,0.79,1
"476",227580,"10,000,000","2013-01-15","EightyEightGames","Single-player",0.89,0.67,1
"477",228200,"Company of Heroes","2006-09-11","SEGA","Single-player Multi-player",0.9,0.93,0
"478",228260,"Fallen Enchantress: Legendary Heroes","2013-05-22","Stardock Entertainment","Single-player",0.72,0.8,1
"479",228280,"Baldur's Gate: Enhanced Edition","2013-01-16","Beamdog","Single-player Multi-player   Multiplayer",0.86,0.78,0
"480",228300,"Remember Me","2013-06-06","Capcom","Single-player",0.83,0.65,1
"481",228360,"Full Throttle Remastered","2017-04-18","Double Fine Productions","Single-player",0.93,0.77,1
"482",228380,"Wreckfest","2018-06-14","THQ Nordic","Single-player Multi-player Online Multi-Player",0.78,0.81,0
"483",228760,"TrackMania² Canyon","2013-02-27","Ubisoft","Single-player Multi-player",0.8,0.81,0
"484",230070,"The Age of Decadence","2015-10-14","Iron Tower Studio","Single-player",0.82,0.81,1
"485",230270,"N++ (NPLUSPLUS)","2016-08-25","Metanet Software Inc.","Single-player Local Multi-Player Local",0.95,0.9,0
"486",230410,"Warframe","2013-03-25","Digital Extremes","Single-player Multi-player",0.92,0.69,0
"487",230700,"La-Mulana","2013-04-15","AGM PLAYISM","Single-player",0.81,0.8,1
"488",230820,"The Night of the Rabbit","2013-05-28","Daedalic Entertainment","Single-player",0.9,0.75,1
"489",230840,"Daylight","2014-04-29","Zombie Studios","Single-player",0.5,0.51,1
"490",231040,"Beatbuddy: Tale of the Guardians","2013-08-06","Threaks","Single-player",0.78,0.75,1
"491",231160,"The Swapper","2013-05-30","Facepalm Games","Single-player",0.96,0.87,1
"492",231430,"Company of Heroes 2","2013-06-25","SEGA;Feral Interactive (Mac);Feral Interactive (Linux)","Single-player Multi-player",0.73,0.8,0
"493",232050,"Eador. Masters of the Broken World","2013-04-19","Snowbird Games","Single-player Multi-player",0.67,0.74,0
"494",232090,"Killing Floor 2","2016-11-18","Tripwire Interactive","Single-player Multi-player Online Multi-Player",0.88,0.75,0
"495",232430,"Gone Home","2013-08-15","Fullbright","Single-player",0.77,0.86,1
"496",232750,"Mars: War Logs","2013-04-26","Focus Home Interactive","Single-player",0.73,0.59,1
"497",232770,"POSTAL","2013-03-21","Running With Scissors","Single-player",0.82,0.56,1
"498",232790,"Broken Age","2014-01-28","Double Fine Productions","Single-player",0.83,0.73,1
"499",232910,"TrackMania² Stadium","2013-06-20","Ubisoft","Single-player Multi-player",0.84,0.77,0
"500",233130,"Shadow Warrior","2013-09-26","Devolver Digital","Single-player",0.93,0.73,1
"501",233150,"LUFTRAUSERS","2014-03-18","Devolver Digital","Single-player",0.91,0.8,1
"502",233270,"Far Cry 3 - Blood Dragon","2013-05-01","Ubisoft","Single-player",0.88,0.81,1
"503",233290,"Murdered: Soul Suspect","2014-06-05","Square Enix","Single-player",0.84,0.59,1
"504",233450,"Prison Architect","2015-10-06","Paradox Interactive","Single-player",0.93,0.83,1
"505",233470,"Evoland","2013-04-04","Shiro Games","Single-player",0.83,0.61,1
"506",233610,"Distance","2018-09-18","Refract","Single-player Multi-player Online Multi-Player Local Multi-Player   Multiplayer",0.93,0.74,0
"507",233720,"Surgeon Simulator","2013-04-19","Bossa Studios","Single-player",0.82,0.71,1
"508",233840,"Worms Clan Wars","2013-08-15","Team17 Digital Ltd","Single-player Multi-player",0.76,0.73,0
"509",233860,"Kenshi","2018-12-06","Lo-Fi Games","Single-player",0.89,0.75,1
"510",233980,"UnEpic","2014-07-25","@unepic_fran","Single-player Multi-player",0.93,0.68,0
"511",234140,"Mad Max","2015-09-01","Warner Bros. Interactive Entertainment;Feral Interactive (Mac);Feral Interactive (Linux)","Single-player",0.9,0.73,1
"512",234270,"Ken Follett's The Pillars of the Earth","2017-08-15","Daedalic Entertainment","Single-player",0.93,0.78,1
"513",234390,"Teleglitch: Die More Edition","2013-07-24","Paradox Interactive","Single-player",0.86,0.78,1
"514",234630,"Project CARS","2015-03-15","Slightly Mad Studios;BANDAI NAMCO Entertainment","Single-player Multi-player",0.76,0.83,0
"515",234650,"Shadowrun Returns","2013-07-25","Paradox Interactive","Single-player",0.88,0.76,1
"516",234670,"NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD","2013-10-24","BANDAI NAMCO Entertainment","Single-player Multi-player Online Multi-Player Local Multi-Player",0.9,0.8,0
